a_value,hit,models_entry_index,models_offset,packed_size,template_ids,template_count
523345,True,3299,288312485,23471,10184,1
523348,True,3300,288335956,22849,10185,1
523354,True,2799,271402916,13799,10188,1
523365,True,2739,270088439,9311,10196,1
523405,True,2808,271563812,10422,10198,1
523431,True,2660,267412891,90514,10292,1
523555,True,2730,269594015,31272,10210,1
523564,True,2860,272661217,7544,10212,1
523568,True,2736,269805446,11132,10214,1
523596,True,2729,269584979,9036,10216,1
523601,True,2727,269549990,27877,10218,1
523630,True,2740,270097750,31536,10220,1
523640,True,2728,269577867,7112,10222,1
523646,True,2880,273048325,17266,10224,1
523651,True,1113,168181273,83848,10228,1
523664,True,2082,214981417,77430,13510,1
523669,True,1159,180977408,4458,13512,1
523679,True,1114,168265121,42080,10640,1
523684,True,1115,168307201,40506,10641,1
523689,True,1116,168347707,135358,10642,1
523887,True,2854,272552549,21196,10247,1
523892,True,1094,164565817,464229,10250,1
524008,True,1093,164447700,118117,10252,1
524016,True,3576,303095035,195082,13774,1
524062,True,3406,291831592,6774,12981,1
524068,True,3564,301252772,180793,13775,1
524104,True,3573,302230006,460483,13777,1
524127,True,3405,291823908,7684,12983,1
524134,True,3407,291838366,8124,12985,1
524158,True,1359,185569267,8700,12990,1
524160,True,1364,185624593,37162,12989,1
524162,True,1361,185589199,10388,12991,1
524164,True,1360,185577967,11232,12992,1
524166,True,1363,185606731,17862,12988,1
524354,True,1655,197382297,6675,11808;11812;11813;11816;11829;11833;11834;11835;11836;13921;16127;16206;16207,13
524417,True,3535,296049419,240298,13778,1
524432,True,2635,266687478,12260,10282,1
524439,True,2867,272769362,14881,10284,1
524442,True,3301,288358805,23137,10287,1
524484,True,2667,267533211,3667,14008,1
524488,True,2673,267602231,6191,14006,1
524491,True,2672,267585246,16985,14007,1
524502,True,1636,197188396,13925,14029,1
524510,True,1639,197223603,12691,14028,1
524517,True,1638,197214236,9367,14030,1
524523,True,2929,274234929,6372,10289,1
524527,True,2928,274225605,9324,10291,1
524725,True,344,72319551,4584,10298,1
524750,True,78,26848030,29578,10300,1
524770,True,79,26877608,35192,10302,1
524790,True,1362,185599587,7144,12987,1
524799,True,2530,265506324,6530,10305,1
524934,True,3566,301544077,255685,13722;13779,2
524987,True,2105,215374074,58736,10311,1
525621,True,2962,275016840,9435,10363,1
525624,True,2963,275026275,12563,10364,1
525626,True,2964,275038838,8551,10365,1
525628,True,2965,275047389,10223,10366,1
525630,True,2761,270550145,33929,10343,1
525633,True,2762,270584074,33929,10344,1
525636,True,2763,270618003,18052,10348,1
525639,True,2764,270636055,27902,10349,1
525642,True,2765,270663957,27902,10350,1
525649,True,2772,270814767,23256,10373,1
525652,True,2773,270838023,24256,10374,1
525654,True,2774,270862279,24256,10375,1
525656,True,2775,270886535,24258,10376,1
525658,True,2776,270910793,24256,10377,1
525660,True,2777,270935049,12984,10378,1
525662,True,2636,266699738,6528,10355,1
525665,True,2637,266706266,6528,10356,1
525668,True,2638,266712794,12260,10357,1
525671,True,2639,266725054,6530,10358,1
525707,True,3412,291873221,4443,12994,1
525711,True,3413,291877664,4952,12996,1
525715,True,3414,291882616,5396,12998,1
525719,True,3408,291846490,4844,13000,1
525723,True,3411,291863160,10061,13006,1
525727,True,3410,291859098,4062,13004,1
525743,True,3409,291851334,7764,13002,1
525749,True,3398,291732340,11059,13008,1
525753,True,1573,194837905,58101,14453,1
525763,True,3397,291726285,6055,13010,1
525766,True,3399,291743399,11881,13012,1
525775,True,3400,291755280,7875,13016,1
525873,True,3401,291763155,3020,13014,1
525877,True,3402,291766175,7107,13018,1
525914,True,2640,266731584,9828,10432,1
525918,True,2643,266772888,30128,10434,1
525922,True,2644,266803016,19766,10436,1
525926,True,2645,266822782,55127,10438,1
525930,True,2646,266877909,49667,10440,1
525934,True,2647,266927576,42330,10442,1
525938,True,2648,266969906,25716,10444,1
525942,True,2649,266995622,8220,10446,1
525946,True,2650,267003842,15052,10448,1
525950,True,2719,269264733,20316,10450,1
525954,True,2720,269285049,11096,10452,1
525958,True,2721,269296145,21897,10454,1
525961,True,2722,269318042,20602,10456,1
525964,True,2723,269338644,33266,10458,1
525968,True,2724,269371910,26434,10460,1
525982,True,2725,269398344,75823,10462,1
525990,True,2726,269474167,75823,10464,1
526103,True,3379,290782658,142400,10473,1
526104,True,3335,289220258,21557,10475,1
526105,True,3336,289241815,26949,10476,1
526106,True,3337,289268764,44233,10477,1
526107,True,3338,289312997,16469,10478,1
526108,True,3380,290925058,158678,10474,1
526109,True,3381,291083736,17984,10472,1
526135,True,488,76976447,1018499,10480,1
526176,True,3617,308942102,561879,13782,1
526208,True,1174,181116744,115617,10313,1
526276,True,1173,181080538,36206,10336,1
526552,True,2952,274903217,7741,10491,1
526555,True,2953,274910958,7741,10492,1
526557,True,2954,274918699,7741,10493,1
526559,True,2955,274926440,7741,10494,1
526561,True,2956,274934181,7741,10495,1
526568,True,2571,266461384,7544,10497,1
526578,True,2448,263160519,34828,10499,1
526608,True,2714,269071338,55591,10506,1
526620,True,2715,269126929,61863,10507,1
526624,True,2716,269188792,43178,10508,1
526627,True,2717,269231970,16682,10509,1
526630,True,2718,269248652,16081,10510,1
526644,True,340,71930668,269605,10512,1
526689,True,2641,266741412,12260,10514,1
526698,True,982,141875201,2759,10516;16189,2
526703,True,983,141877960,2759,10518,1
526709,True,958,141672662,3213,10520,1
526718,True,957,141669449,3213,10519,1
526726,True,959,141675875,3213,10521,1
526731,True,960,141679088,3213,10522,1
526742,True,953,141636828,3087,10523,1
526764,True,1544,194095684,22689,13528,1
526790,True,1545,194118373,8340,13526,1
526809,True,1546,194126713,23437,13524,1
526863,True,1547,194150150,17115,13532,1
526885,True,966,141703583,2759,10532,1
526926,True,1602,195767565,34626,13518,1
526932,True,1524,193021980,11091,13520,1
526939,True,1525,193033071,26869,13522,1
526946,True,1519,192886899,115244,14457,1
526954,True,985,141884935,5698,10539,1
526959,True,117,36550999,12884,10549,1
526963,True,118,36563883,19772,10550,1
526967,True,119,36583655,19772,10551,1
526971,True,120,36603427,10326,10552,1
526975,True,121,36613753,10337,10553,1
527001,True,1149,176796562,144446,10557,1
527058,True,1150,176941008,84094,10559,1
527087,True,1151,177025102,12541,10561,1
527569,True,115,36360299,76070,10591,1
527865,True,116,36436369,114630,10598,1
527964,True,1549,194175025,29979,14454,1
527971,True,1550,194205004,29079,14455,1
527978,True,1551,194234083,39657,14456,1
527984,True,1536,193843120,45200,14459,1
527996,True,1537,193888320,28472,14461,1
528004,True,1538,193916792,55344,14460,1
528015,True,1539,193972136,67364,14462,1
528035,True,1572,194772208,65697,14458,1
528043,True,1436,189944693,8817,13514,1
528046,True,1437,189953510,9191,13516,1
528053,True,1543,194088777,6907,13530,1
528310,True,341,72200273,116164,10613,1
528341,True,485,76840981,37442,10615,1
528358,True,486,76878423,48517,10617,1
528447,True,487,76926940,49507,10623,1
528457,True,962,141686517,4890,10626,1
528466,True,976,141790225,14046,10628,1
528481,True,2708,268861410,46777,10630,1
528888,True,1148,176776662,19900,10645,1
529695,True,1914,205814498,35103,13894,1
529721,True,1921,205996685,29532,13899,1
529989,True,556,85176637,84439,10710,1
530007,True,557,85261076,70752,10711,1
530022,True,558,85331828,98693,10712,1
530034,True,559,85430521,47250,10713,1
530047,True,560,85477771,58202,10714,1
530064,True,561,85535973,54825,10715,1
530079,True,562,85590798,78081,10716,1
530093,True,563,85668879,131209,10717,1
530109,True,564,85800088,157115,10718,1
530514,True,565,85957203,323605,10707,1
530571,True,1580,194955981,44286,14463,1
530576,True,1581,195000267,34310,14464,1
530581,True,1582,195034577,42894,13534,1
530601,True,1583,195077471,26634,14465,1
530650,True,1584,195104105,46912,14466,1
530883,True,3616,308777518,164584,13783,1
530919,True,3615,308600855,176663,13784,1
531031,True,2017,212608942,10671,13905,1
531038,True,1915,205849601,23172,13906,1
531244,True,555,85140861,35776,10709,1
531895,True,1483,192091060,14584,14038;14046;14054;14062;14070;14467;14468;14469;14470;14471,10
531897,True,1484,192105644,15452,14039;14047;14055;14063;14071;14472;14473;14474;14475;14476,10
531899,True,1485,192121096,15452,14040;14048;14056;14064;14072;14477;14478;14479;14480;14481,10
531901,True,1486,192136548,25308,14041;14049;14057;14065;14073;14482;14483;14484;14485;14486,10
531903,True,1487,192161856,25308,14042;14050;14058;14066;14074;14487;14488;14489;14490;14491,10
531905,True,1488,192187164,25308,14043;14051;14059;14067;14075;14492;14493;14494;14495;14496,10
531907,True,1489,192212472,14432,14044;14052;14060;14068;14076;14497;14498;14499;14500;14501,10
531909,True,1490,192226904,14432,14045;14053;14061;14069;14077;14502;14503;14504;14505;14506,10
531914,True,1932,206210408,4965,13888;13936,2
531917,True,2104,215365335,8739,13864,1
531921,True,1931,206205452,4956,13887,1
531924,True,1930,206201572,3880,13893;13938,2
531928,True,1922,206026217,19157,13903,1
531932,True,1923,206045374,18363,13904,1
531935,True,1907,205750008,4971,13897,1
531938,True,1908,205754979,6725,13902,1
531939,True,1909,205761704,7244,13898,1
531940,True,1910,205768948,6555,13901,1
531941,True,1911,205775503,9180,13900,1
531942,True,1912,205784683,8975,13896,1
531943,True,1913,205793658,20840,13895,1
532322,True,566,86280808,29113,10832,1
532597,True,3428,292043327,8039,13020,1
532600,True,3429,292051366,5119,13022,1
532690,True,554,85097771,43090,10704,1
533021,True,484,76840444,537,10851,1
533370,True,342,72316437,1882,10855,1
533407,True,343,72318319,1232,10858,1
534092,True,2006,212309262,39643,10875,1
534376,True,1252,183856089,44308,10878;13536,2
534390,True,1251,183795363,60726,10999;10880;13538,3
535218,True,943,141168898,107900,10913,1
535226,True,942,140981356,187542,10914,1
535232,True,930,140870446,86805,10915,1
535238,True,929,140666599,203847,10916,1
535244,True,928,140598517,68082,10917,1
535256,True,921,138565045,120497,10919,1
535262,True,922,138685542,130630,10920,1
535268,True,919,138236159,183948,10921,1
535274,True,920,138420107,144938,10922,1
535280,True,917,138108767,97798,10923,1
535286,True,914,137970308,62955,10924,1
535292,True,915,138033263,62963,10925,1
535301,True,944,141276798,136864,10912,1
535451,True,945,141413662,176811,10911,1
535460,True,923,138816172,1048602,10918,1
535779,True,3545,297953166,192420,13785,1
535818,True,3611,307282450,276116,13786,1
535855,True,925,139926629,545,10938,1
535857,True,926,139927174,541,10939,1
535859,True,924,139864774,61855,10940,1
536062,True,1250,183623889,171474,12398,1
536080,True,2007,212348905,39653,10996,1
536178,True,3522,294140770,284861,13787,1
536214,True,916,138096226,12541,10951,1
536323,True,918,138206565,29594,10955,1
536525,True,1172,181079798,740,10965,1
536667,True,2008,212388558,12392,13950,1
536676,True,2009,212400950,33593,13949,1
536685,True,2010,212434543,32929,13947,1
536694,True,2011,212467472,37378,13948,1
536701,True,2012,212504850,37378,13951,1
536708,True,2013,212542228,37378,13952,1
536747,True,931,140957251,2388,10985,1
536750,True,932,140959639,2016,10986,1
536752,True,933,140961655,2388,10987,1
536754,True,934,140964043,2016,10988,1
536756,True,935,140966059,2388,10989,1
536758,True,936,140968447,2016,10990,1
536760,True,937,140970463,2388,10991,1
536762,True,940,140977324,2016,10993,1
536764,True,939,140975308,2016,10994,1
536766,True,941,140979340,2016,10995,1
536768,True,938,140972851,2457,10992,1
536823,True,927,139927715,670802,10910,1
537341,True,3752,321879294,52718,12400;12401;12402;12403;12404,5
537641,True,3753,321932012,69889,12425;12426,2
537650,True,3756,322085466,48794,12406;12407,2
537658,True,3757,322134260,47574,12409;12410,2
538114,True,1286,184428720,46219,13907,1
538121,True,1288,184482125,29439,13908,1
538124,True,1289,184511564,18427,13909,1
538126,True,1302,184706542,47334,13910,1
538133,True,1317,184960259,68575,13911,1
538151,True,1325,185130069,8623,13912,1
538156,True,1326,185138692,10611,13913,1
538160,True,1327,185149303,20599,13914,1
538164,True,1329,185174284,20275,13915,1
538167,True,1330,185194559,14880,13916,1
538169,True,1331,185209439,22000,13917,1
539958,True,3785,323121493,28843,12414,1
539998,True,3786,323150336,23867,12412,1
540068,True,3502,292623459,6207,14012;13927,2
540069,True,2668,267536878,11591,14010;13928,2
540070,True,2669,267548469,7199,14009;13929,2
540071,True,2665,267517707,7389,13930,1
540075,True,2666,267525096,8115,14011;13926,2
540098,True,1637,197202321,11915,14033;13931,2
540099,True,1634,197168512,11907,14034;13932,2
540100,True,1640,197236294,6433,14032;13933,2
540101,True,1633,197160685,7827,14031;13934,2
540102,True,1635,197180419,7977,13935,1
540176,True,3774,322820528,46335,12416;16191;16192;16193;16194,5
540203,True,3769,322720953,28905,12418;16195;16196;16197;16198,5
540284,True,3162,283213643,106496,11071,1
540304,True,3163,283320139,14766,11073,1
540320,True,507,78942425,141424,11105,1
540336,True,508,79083849,161885,11106,1
540348,True,509,79245734,146440,11107,1
540359,True,510,79392174,70574,11108,1
540369,True,511,79462748,118709,11109,1
540380,True,512,79581457,129924,11110,1
540390,True,513,79711381,110361,11111,1
540401,True,514,79821742,95411,11112,1
540413,True,515,79917153,87878,11113,1
540423,True,516,80005031,139391,11114,1
540443,True,491,78034691,173940,11115,1
540454,True,492,78208631,74048,11116,1
540462,True,493,78282679,125114,11117,1
540470,True,494,78407793,16291,11118,1
540477,True,495,78424084,18259,11119,1
540484,True,496,78442343,15083,11120,1
540491,True,497,78457426,11919,11121,1
540498,True,3164,283334905,53637,11097,1
540499,True,498,78469345,16335,11122,1
540511,True,499,78485680,17516,11123,1
540517,True,500,78503196,22254,11124,1
540527,True,501,78525450,5509,11125,1
540533,True,502,78530959,16040,11126,1
540540,True,522,81492494,393139,11127,1
540542,True,521,81381851,110643,11128,1
540553,True,525,82181294,9004,11129,1
540655,True,517,80144422,108267,11134,1
540667,True,518,80252689,64532,11135,1
540680,True,3166,283470760,68704,11137,1
540687,True,519,80317221,205984,11139,1
540760,True,504,78560102,61682,11143,1
540768,True,503,78546999,13103,11142,1
540780,True,489,77994946,25227,11146,1
540787,True,490,78020173,14518,11147,1
540794,True,505,78621784,160921,11151,1
540806,True,526,82190298,45503,11153,1
540828,True,523,81885633,278515,11155,1
541076,True,524,82164148,17146,11156,1
541087,True,506,78782705,159720,11159,1
541107,True,520,80523205,858646,11160,1
541361,True,1062,161904390,29680,11176,1
541365,True,1063,161934070,36897,11177,1
541367,True,1065,161992112,19863,11179,1
541369,True,1064,161970967,21145,11178,1
541379,True,1070,162119093,37005,11181,1
541386,True,1068,162081103,20145,11183,1
541516,True,1046,159956908,278641,11185,1
541738,True,1052,161610455,4870,11196,1
541742,True,1054,161673392,51632,11194,1
541748,True,1055,161725024,64592,11195,1
541756,True,1071,162156098,14832,11197,1
541760,True,1072,162170930,5878,11200,1
541763,True,1051,161555147,55308,11206,1
541772,True,1053,161615325,58067,11201,1
541789,True,1069,162101248,17845,11199,1
541995,True,1066,162011975,35242,11211,1
542003,True,1067,162047217,33886,11212,1
542007,True,1058,161832975,56033,11210,1
542072,True,2693,267848401,184809,11203,1
542207,True,842,123043037,1143196,11215,1
542345,True,843,124186233,96451,11217,1
542414,True,836,121629873,413688,11229,1
542418,True,837,122043561,301254,11230,1
542466,True,838,122344815,504761,11231,1
542514,True,3169,283626044,81314,11225,1
542520,True,835,121449272,180601,11228,1
542960,True,3170,283707358,37066,11233,1
543039,True,1056,161789616,27198,11240,1
543048,True,1057,161816814,16161,11239,1
543053,True,1059,161889008,4014,11241,1
543056,True,1060,161893022,4720,11242,1
543059,True,1061,161897742,6648,11243,1
543078,True,827,120554733,647728,11286,1
543494,True,1677,197863257,130997,12420,1
543836,True,3793,323470392,54743,11299,1
544192,True,3746,321421041,111830,12011,1
544432,True,2563,266355909,19212,11271,1
544486,True,2694,268033210,48769,11276,1
544488,True,2695,268081979,37300,11277,1
544494,True,2696,268119279,50180,11278,1
544506,True,2446,263119136,29245,11280,1
544512,True,2458,263664647,70983,11281,1
544570,True,1656,197388972,43747,11804;11818;11822;11825;11827,5
544571,True,1657,197432719,11827,11803;11809;11815;11823;11830,5
544572,True,1658,197444546,11571,11801;11806,2
544706,True,3618,309503981,517721,13789,1
544708,True,3619,310021702,620105,13788,1
545002,True,974,141773006,13003,11294,1
545292,True,3736,321027603,23051,15124,1
545295,True,3735,321003274,24329,15125,1
545478,True,2697,268169459,70979,11308,1
545483,True,2698,268240438,75957,11309,1
545493,True,2651,267018894,72099,11316,1
545496,True,2652,267090993,72103,11317,1
545498,True,2653,267163096,72103,11318,1
545500,True,2654,267235199,41541,11319,1
545502,True,2655,267276740,24453,11320,1
545504,True,2656,267301193,15579,11321,1
545518,True,2658,267333029,19343,11325,1
545521,True,2659,267352372,60519,11324,1
545527,True,3221,285614980,123486,11327,1
545532,True,3222,285738466,76737,11329,1
545536,True,3223,285815203,76737,11331,1
545540,True,3224,285891940,37133,11333,1
545543,True,3225,285929073,47239,11335,1
545549,True,3226,285976312,18523,11336,1
545551,True,3227,285994835,18523,11337,1
545559,True,2657,267316772,16257,11341,1
545570,True,3228,286013358,463381,11343,1
545589,True,3229,286476739,135160,11345,1
545598,True,3511,292692996,217030,11353,1
545614,True,156,44286637,3401,11356,1
545620,True,3638,314951003,189947,13790,1
545665,True,2980,276110234,265326,11360,1
545674,True,2981,276375560,191614,11362,1
545679,True,2983,276663662,191612,11366,1
545682,True,2982,276567174,96488,11365,1
545688,True,3586,304487778,265838,13791,1
545691,True,3587,304753616,122570,13792,1
545718,True,3747,321532871,142377,12009,1
545932,True,3167,283539464,54274,11381,1
545937,True,3168,283593738,32306,11382,1
545944,True,3165,283388542,82218,11380,1
545964,True,2421,262336444,40444,11384,1
545976,True,2811,271604448,26654,11387,1
545980,True,2812,271631102,26654,11388,1
545990,True,2813,271657756,26654,11391,1
546010,True,2968,275343856,226478,11395,1
546022,True,1708,199067943,92991,8203,1
546024,True,2969,275570334,118896,11397,1
546142,True,2014,212579606,12384,13953,1
546149,True,2015,212591990,12384,13954,1
546348,True,3794,323525135,107412,11431,1
546439,True,1836,202911790,23187,13024,1
546483,True,2333,253273441,137665,11496;11497,2
546547,True,2422,262376888,74188,11433,1
546556,True,826,120276213,278520,11435,1
546566,True,828,121202461,149693,11437,1
546608,True,3631,313148039,1094444,13793,1
546718,True,2344,255256792,166164,11498;11563;11583;12066;12067;12068;12069;12070;12071;12072;12073;12074;12075;12076;15231;15232;15233;15234;15235;15236;15237;15238;15239;15240;15241;15242;15243;15244;15278;15279;15280;15281;15282;15283;15284;15285;15286;15287;15288;15289;15290;15291;15292;15293;15294;15295;15296;15297;15298;15299;15300;15301;15302;15303;15304;16236,56
546732,True,967,141706342,3742,11441,1
546738,True,952,141632848,3980,11442,1
546744,True,955,141662139,3980,11452,1
546747,True,968,141710084,3980,11453,1
546750,True,964,141695623,3980,11454,1
546753,True,965,141699603,3980,11455,1
546764,True,946,141590473,3266,11461,1
546769,True,947,141593739,3266,11462,1
546774,True,948,141597005,3266,11463,1
546779,True,949,141600271,3266,11464,1
546785,True,950,141603537,3266,11465,1
546798,True,984,141880719,4216,11474,1
546806,True,969,141714064,4216,11444,1
546812,True,961,141682301,4216,11471,1
546818,True,975,141786009,4216,11472,1
546824,True,963,141691407,4216,11473,1
546875,True,724,110615318,117903,11475,1
546898,True,725,110733221,18909,11477,1
546909,True,979,141832643,14186,11480,1
546916,True,977,141804271,14186,11487,1
546920,True,978,141818457,14186,11488,1
546924,True,981,141861015,14186,11485,1
546928,True,980,141846829,14186,11486,1
547010,True,1668,197583154,45762,13540;13542;13544,3
547148,True,2993,277131630,554092,11493,1
547226,True,726,110752130,537,11501,1
547278,True,951,141606803,26045,11506,1
547288,True,723,110580427,34891,11509,1
547293,True,722,110544056,36371,11510,1
547305,True,721,110533057,10999,11512,1
547537,True,2349,255793731,87176,11519,1
548295,True,2233,235394382,88718,11543,1
548296,True,2218,232892886,733491,11542;11600;11601;11602;11656;11657;12095;12096;12097;12098;12099;12100;12101;12102;12103;12104;13955;14959;15144;15145;15146;15147;15148;15149;15150;15151;15152;15153;15154;15155;15156;15157;15158;15159;15160;15161;15163;15164;15165;15166;15167;15168;15169;15170;15171;15172;15173;15174;15175;15176;16141;16142;11553;11614;11615;11616;11617;11618;16100;16101;16102;16103;16108;16109;16110;16111;16112;16113;11630;11647;11680;11681;11682;11683;11684;11685;11686;11687;11645;11649;11699;11700;11701;11702;11703;11704;11705;11706;11635;11640;11730;11731;11732;11733;11734;11735;11736;11737;15417;15418;15419;15420;15421;15797,104
548808,True,2336,253498914,744536,11513;11599;11603;11604;11655;12105;12106;12107;12108;14960;15215;15216;15217;15218;15219;15220;15221;15222;15223;15224;15225;15226;15227;11524;11525;11526;11550;11551;11552;16104;16105;16106;16107;16115;16116;16117;16118;16119;16120;11629;11648;11689;11691;11692;11693;11694;11695;11696;11697;11646;11650;11721;11722;11723;11724;11725;11726;11727;11728;11636;11639;11740;11741;11742;11743;11744;11745;11746;11747;15422;15423;15424;15425;15426;14512;15795,76
548977,True,2214,232503662,113787,11558;11559,2
549031,True,2226,234618247,162726,11560;11562;12077;12078;12079;12080;12081;12082;12083;12084;12085;12086;12087;12088;15127;15128;15129;15130;15131;15132;15133;15134;15135;15136;15137;15138;15139;15140;15250;15251;15252;15253;15254;15255;15256;15257;15258;15259;15260;15261;15262;15263;15264;15265;15266;15267;15268;15269;15270;15271;15272;15273;15274;15275;15276;15305;16237,57
549100,True,49,15930067,609022,11574,1
549102,True,50,16539089,460008,11575,1
549108,True,51,16999097,365316,11576,1
549112,True,52,17364413,1219651,11577,1
549114,True,53,18584064,86293,11578,1
549118,True,54,18670357,100360,11579,1
549120,True,48,15136301,793766,11580,1
549164,True,2244,236896412,113823,11589;12127;12128;12129;12130;12131;12132;12133;12134;12135;12136;12137;12138;12140;14640;14641;14642;14643;14644;14645;14646;14647;14648;14649;14651;14655;14656;14657;14658;14659;14660;14661;14662;14663;14664;14665;14666;14670;14671;14675;14676;14677;14678;14679;14681;14685;14686;14687;14688;14689;14690;14691;14692;14693;14694;14695;15641;16415,58
549229,True,2351,255919968,117175,11590;12113;12114;12115;12116;12117;12118;12119;12120;12121;12122;12123;12124;12126;14585;14586;14587;14588;14589;14590;14591;14592;14593;14594;14595;14596;14597;14598;14599;14600;14601;14602;14603;14604;14605;14606;14607;14608;14609;14615;14616;14617;14618;14619;14620;14621;14622;14623;14624;14625;14626;14627;14628;14634;14635;14636;14638;15640;16414,59
549571,True,2320,252240375,28019,11622,1
549576,True,2200,231350451,28049,11623,1
550044,True,2317,252154685,40870,11627;16333,2
550049,True,2197,231264522,40971,11628,1
551508,True,1811,202509939,9202,11769,1
551512,True,1812,202519141,15730,11770,1
551551,True,2212,231944972,249750,11776;11777;11778;12034;12037;12039;12041;12048;12049;12050;12051;12052;12053;12059;12060;12061;12062;12063;12065;16413,20
551564,True,2331,252741941,254418,11773;11774;11775;11941;12036;12038;12040;12042;12043;12044;12045;12046;12047;12054;12055;12056;12057;12058;12064;16412,20
551661,True,2255,238657784,731823,11847;11963;12089;12090;12091;12092;12093;12094;15326;15327;15328;15329;15330;15331;15332;15333;15334;15335;15336;15337;15338;15339;15354;15371;15372;15373;15374;15375;15376,29
552261,True,2163,227128387,38907,11658,1
552522,True,2350,255880907,39061,11973;11979;11981,3
552527,True,2238,235833136,38551,11974;11980;11982,3
552586,True,2198,231305493,20106,11985,1
552587,True,2318,252195555,19998,11986,1
552677,True,2199,231325599,24852,12020,1
552678,True,2201,231378500,34136,12021,1
552679,True,2202,231412636,31652,12022,1
552681,True,2203,231444288,20190,12023;16130,2
552682,True,2319,252215553,24822,12024,1
552683,True,2322,252302422,31622,12026,1
552684,True,2321,252268394,34028,12025,1
552685,True,2323,252334044,20082,12027;16131,2
552782,True,2215,232617449,37471,12033;12165;12166,3
552783,True,2334,253411106,37579,12032;12167;12168,3
554074,True,55,18770717,294561,12152,1
554075,True,56,19065278,464691,12153,1
554076,True,57,19529969,1765934,12154,1
554106,True,58,21295903,173018,12155,1
554110,True,60,22004365,455533,12157,1
554178,True,59,21468921,535444,12156,1
554881,True,2346,255604482,43613,12680;12687;12701;14940;14941;14942;14943;14944,8
554896,True,2228,234978197,43935,12638;12671;12675;14945;14946;14947;14948;14949,8
559052,True,2277,247270508,121764,13980,1
559053,True,2153,225124891,123388,13979,1
559321,True,2240,235995251,55301,13982,1
559452,True,2256,239389607,756261,13984;14555;14556;14557;14558;14559;14560;14561;14562;14563;14564;14565;14566;15308;15316;15317;15318;15319;15320,19
560104,True,2241,236050552,110298,14084,1
560105,True,2242,236160850,164659,14085,1
560318,True,2345,255422956,181526,14513;14514,2
563309,True,2227,234780973,197224,14524;14525,2
564294,True,2352,256037143,146077,14540;14541;14545,3
564315,True,2245,237010235,149153,14543;14544;14546,3
564344,True,2161,227010356,89117,14550;14551,2
564345,True,2282,247978735,89015,14549;14552,2
564427,True,2257,240145868,818384,14554;14567,2
565152,True,62,22951973,393240,15000,1
565155,True,63,23345213,863616,15001,1
565158,True,64,24208829,199340,15003,1
565161,True,65,24408169,240717,15002,1
565167,True,67,24784874,185925,15005,1
565189,True,66,24648886,135988,15004,1
565311,True,2232,235252685,141697,14583;14584;14923,3
565556,True,2154,225248279,177454,14613;14614;16238,3
565687,True,61,22459898,492075,14999,1
565690,True,2213,232194722,308940,14633;14637;14650,3
565691,True,2347,255648095,64801,14632,1
565819,True,2332,252996359,277082,14652;14653;14654,3
566105,True,2230,235111155,64755,14668,1
566115,True,2353,256183220,123083,14672;14673;14674,3
566232,True,2246,237159388,127193,14680;14682;14683,3
566323,True,2354,256306303,177145,14697;14698,2
566356,True,2355,256483448,158221,14700;14701;14924,3
566380,True,2348,255712896,80835,14703;16233,2
566482,True,2150,224092619,161254,14705,1
566498,True,2151,224253873,358878,14707;14708;14709;14777;14778;14779;14780;14781;14782;14783;14784;14785;14786,13
566586,True,2275,246519098,371328,14712;14713;14714;14765;14767;14768;14769;14770;14771;14772;14773;14774;14775,13
566623,True,2231,235175910,76775,14716;16235,2
566633,True,2248,237501798,222687,14718;14725;14883;14884;14885;14886;14887,7
566670,True,2247,237286581,215217,14721;14722,2
566701,True,2276,246890426,380082,14724,1
566758,True,2357,256901169,210319,14727;14728;14888;14889;14890;14891;14892,7
566785,True,2358,257111488,224041,14730;14731;14907;14911;14913;14914;14916,7
566906,True,2249,237724485,225043,14763;14764;14882;14897;14902;14904;14906,7
567157,True,2234,235483100,87965,14804;14805;14822;15398;15399;15400;15401;15402;15403;15404;15405;15406;15407;15408,14
567178,True,2235,235571065,61556,14808,1
567250,True,2206,231608355,84944,14925,1
567279,True,2258,240964252,1076618,14819;14957;14958,3
567391,True,2271,245927187,90768,14848;14849;14850;14854;14862;14864;14866;14867;14868;14869;14871,11
567400,True,2149,224002119,90500,14851;14852;14853;14855;14856;14857;14858;14859;14860;14861;14872;14873,12
568024,True,2325,252406958,84836,14927,1
568102,True,2359,257335529,278070,14929,1
568182,True,2261,243975727,806858,14931;14961;14962,3
568240,True,2360,257613599,89119,14933,1
568317,True,2250,237949528,278622,14938,1
568349,True,2251,238228150,91923,14939,1
568561,True,2259,242040870,970026,14956,1
569005,True,2229,235022132,89023,14964;14965;14966;14967;14968;14969;14970;14971;14972;14973;14974;14975,12
569070,True,2356,256641669,259500,14977;15437,2
569102,True,2269,245538391,186816,14979;14980;14981,3
572221,True,2147,223610873,191844,14983;14984;14985,3
573792,True,2164,227167294,69431,11660,1
573804,True,2260,243010896,964831,14988;14989;14990;14991;14992;14993;14994;14995;14996;14997;14998;16409,12
574348,True,2338,254846558,245524,15008;15416,2
574452,True,2146,222719143,891730,15011;15095;15096,3
574558,True,2137,217189218,69379,15024,1
574579,True,2253,238432541,71227,15025,1
574608,True,2145,221767698,951445,15027;15082;15083;15084;15085;15086;15087;15088;15089;15090;15091;16408,12
574649,True,2270,245725207,201980,15029;15030;15031;16240,4
