name,size,sha256,version,parse_status,num_blocks,num_meshes,total_vertices,total_triangles,max_uv_sets,skinned_meshes,max_bones,num_materials,materials,num_textures,textures,keyframe_controllers,num_text_keys,text_keys,ark_anim_variant,num_lights,particle_systems,texture_effects,morph_blocks,cameras,block_histogram
505591.nif,1297588,5ff6560145df732829a477d5c3191190ecb0a1ef537f663d696988417a3d7efd,10.1.0.0,PASS,544,88,23639,22202,2,0,0,38,Material #3;Material #4;Material #3;Material #3;Material #3;Material #11;blue glass;Material #26;asd;Material #1578;Material #1578;20 - Default;blue glass;blue glass;20 - Default;20 - Default;02 - Default;02 - Default;01 - Default;01 - Default;01 - Default;02 - Default;Material #0;Material #1821;01 - Default;01 - Default;01 - Default;02 - Default;Material #0;Material #1821;glass;Metal_Chrome;glass;Metal_Chrome;Material #3;Material #11;Material #4;Material #3,156,Box01_5_BASE;Box01_5_GLOSS;Box01_9_BASE;Box01_9_GLOSS;Box02_0_BASE;Box02_0_GLOSS;Box02_2_BASE;Box02_2_GLOSS;Box02_3_BASE;Box02_3_GLOSS;Box02_3_GLOW;Cylinder01_02_BASE;Cylinder01_03_BASE;Cylinder01_04_BASE;Cylinder01_0_BASE;Cylinder01_1_BASE;Cylinder01_2_BASE;Cylinder02_0_BASE;Cylinder03_0_BASE;Cylinder04_0_BASE;Cylinder05_0_BASE;Cylinder06_0_BASE;Cylinder07_0_BASE;Cylinder08_0_BASE;Cylinder09_0_BASE;Cylinder10_0_BASE;Cylinder11_0_BASE;Cylinder13_0_BASE;Cylinder13_1_BASE;Cylinder13_2_BASE;Cylinder29_0_GLOSS;Cylinder30_0_GLOSS;Cylinder31_0_BASE;Cylinder32_0_BASE;Cylinder33_0_BASE;Cylinder34_0_BASE;Cylinder35_0_BASE;Cylinder36_0_BASE;Cylinder37_0_BASE;Cylinder38_0_BASE;Cylinder39_0_BASE;Cylinder40_0_BASE;Cylinder41_0_BASE;Cylinder42_0_BASE;Cylinder43_0_BASE;Mesh03_02_BASE;Mesh03_0_BASE;Mesh04_0_BASE;Mesh05_0_BASE;Mesh06_0_BASE;Mesh07_0_BASE;Mesh08_0_BASE;Mesh09_0_BASE;Mesh10_0_BASE;Mesh11_0_BASE;Mesh12_0_BASE;Mesh13_0_BASE;Mesh14_0_BASE;Mesh15_0_BASE;Mesh16_0_BASE;Mesh17_0_BASE;Nameless0_ENVIRONMENT;Nameless1011_ENVIRONMENT;Nameless1112_ENVIRONMENT;Nameless1213_ENVIRONMENT;Nameless12_ENVIRONMENT;Nameless1314_ENVIRONMENT;Nameless23_ENVIRONMENT;Nameless34_ENVIRONMENT;Nameless45_ENVIRONMENT;Nameless56_ENVIRONMENT;Nameless67_ENVIRONMENT;Nameless78_ENVIRONMENT;Nameless89_ENVIRONMENT;Nameless910_ENVIRONMENT;Plane02_10_GLOSS;Plane03_10_GLOSS;Room_0_BASE;Room_0_GLOSS;Room_10_BASE;Room_10_DETAIL;Room_10_GLOSS;Room_13_BASE;Room_13_GLOSS;Room_1_BASE;Room_1_GLOSS;Room_20_BASE;Room_20_GLOSS;Room_21_BASE;Room_21_GLOSS;Room_22_BASE;Room_22_GLOSS;Room_2_BASE;Room_2_GLOSS;Room_3_BASE;Room_3_GLOSS;Room_3_GLOW;Room_4_BASE;Room_4_GLOSS;Room_4_GLOW;Room_5_BASE;Room_5_GLOSS;Room_9_BASE;Room_9_GLOSS;Sphere01_0_GLOSS;Sphere02_0_GLOSS;booth_02_BASE;booth_0_BASE;booth_12_BASE;booth_1_BASE;booth_22_BASE;booth_2_BASE;booth_32_BASE;booth_32_NONE_ANIM0;booth_32_NONE_ANIM1;booth_32_NONE_ANIM2;booth_32_NONE_ANIM3;booth_32_NONE_ANIM4;booth_32_NONE_ANIM5;booth_32_NONE_ANIM6;booth_32_NONE_ANIM7;booth_3_BASE;booth_3_NONE_ANIM0;booth_3_NONE_ANIM1;booth_3_NONE_ANIM2;booth_3_NONE_ANIM3;booth_3_NONE_ANIM4;booth_3_NONE_ANIM5;booth_3_NONE_ANIM6;booth_3_NONE_ANIM7;booth_42_BASE;booth_42_GLOW;booth_4_BASE;booth_4_GLOW;booth_52_BASE;booth_5_BASE;monitors01_3_BASE;monitors01_3_NONE_ANIM0;monitors01_3_NONE_ANIM1;monitors01_3_NONE_ANIM2;monitors01_3_NONE_ANIM3;monitors01_3_NONE_ANIM4;monitors01_3_NONE_ANIM5;monitors01_3_NONE_ANIM6;monitors01_3_NONE_ANIM7;monitors_3_BASE;monitors_3_NONE_ANIM0;monitors_3_NONE_ANIM1;monitors_3_NONE_ANIM2;monitors_3_NONE_ANIM3;monitors_3_NONE_ANIM4;monitors_3_NONE_ANIM5;monitors_3_NONE_ANIM6;monitors_3_NONE_ANIM7;plant02_0_BASE;plant1_0_BASE,0,0,,G3C,5,0,14,0,0,"{""NiNode"":78,""NiArkAnimationExtraData"":1,""NiStringExtraData"":1,""NiTriShape"":88,""NiTexturingProperty"":87,""NiVertexColorProperty"":82,""NiTriShapeData"":88,""NiMaterialProperty"":38,""NiTextureTransformController"":5,""NiFloatData"":5,""NiTextureEffect"":14,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiFlipController"":4,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiAlphaProperty"":44,""NiPointLight"":5}"
505751.nif,143089,5abcb4f1bcfa77b17aa80603b9d409001462862229104a0f437bd92adcdc4a7d,10.1.0.0,PASS,36,5,3674,3424,1,0,0,2,Material #3;02 - Default,14,Nameless0_ENVIRONMENT;Nameless12_ENVIRONMENT;Room_0_BASE;Room_0_GLOSS;Room_1_BASE;Room_1_GLOSS;Room_3_BASE;Room_3_GLOSS;Room_3_GLOW;Room_4_BASE;Room_4_GLOSS;Room_4_GLOW;Room_5_BASE;Room_5_GLOSS,0,0,,V10_BASE_0B,4,0,2,0,0,"{""NiNode"":8,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTextureEffect"":2,""NiTexturingProperty"":5,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":2,""NiZBufferProperty"":1,""NiTriShape"":5,""NiTriShapeData"":5,""NiPointLight"":4}"
507032.nif,1369164,48462d58eaa72e61001c746410d1a6549cba3b52171b69d7f0c94eae4f5a1461,10.1.0.0,PASS,88,13,24783,16200,3,0,0,9,sd22ssssssssssss;sd22sssssssss;sd22sssssssss;sd22sssssssssss;sd22sssss;sd22ssss;sd22sssssssssss;sd22ssss;ext,23,Nameless0_ENVIRONMENT;Nameless12_ENVIRONMENT;Object01_6_BASE;Object02_0_BASE;Object03_6_BASE;interior_1_BASE;interior_1_DARK;interior_2_BASE;interior_2_DARK;interior_3_BASE;interior_3_DARK;interior_4_BASE;interior_5_BASE;interior_5_DARK;interior_6_BASE;interior_6_DARK;interior_7_BASE;interior_7_DARK;interior_8_BASE;windows01_0_BASE;windows01_0_GLOSS;windows_horizon_0_BASE;windows_horizon_0_GLOSS,0,0,,V10_BASE_0B,0,0,2,0,0,"{""NiNode"":31,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTextureEffect"":2,""NiTexturingProperty"":13,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":9,""NiZBufferProperty"":1,""NiTriShape"":13,""NiAlphaProperty"":2,""NiTriShapeData"":13}"
507084.nif,528322,ad47121571c1c5d1936032fb82f2305a6bcb261198d4d960df8f534a79785a3c,10.1.0.0,PASS,131,20,8349,6591,2,0,0,13,sd22sssss;sd22ssss;1;ext;sd22ssssssssssss;sd22sss;sd22sssssssssss;sd22ssss;sd22sssssssssss;windows space;windows space;ext;1,34,Nameless0_ENVIRONMENT;Nameless12_ENVIRONMENT;Object01_0_BASE;exterior2_0_BASE;exterior_0_BASE;fundament_0_BASE;lights_0_BASE;room2_0_BASE;room2_0_DARK;room2_10_BASE;room2_10_DARK;room2_11_BASE;room2_11_DARK;room2_12_BASE;room2_12_DARK;room2_1_BASE;room2_1_DARK;room2_2_BASE;room2_2_DARK;room2_3_BASE;room2_3_DARK;room2_4_BASE;room2_4_DARK;room2_5_BASE;room2_5_DARK;room2_6_BASE;room2_7_BASE;room2_7_DARK;room2_8_BASE;room2_8_DARK;room2_9_BASE;room2_9_DARK;windows02_0_GLOSS;windows_horizon2_0_GLOSS,0,0,,V10_BASE_0B,0,0,2,0,0,"{""NiNode"":28,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTextureEffect"":2,""NiTexturingProperty"":20,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":13,""NiZBufferProperty"":1,""NiVertexColorProperty"":21,""NiTriShape"":20,""NiTriShapeData"":20,""NiAlphaProperty"":2}"
507124.nif,353932,07a7ddd69fb1a7745fc94f19240dc95cb5508df201a971791877be7ff43b59de,10.1.0.0,PASS,55,8,7646,6141,2,0,0,7,windows space;sd22ssssssssssss;sd22sss;sd22sssssssssss;sd22sssss;sd22ssss;ext,10,Nameless0_ENVIRONMENT;Nameless12_ENVIRONMENT;Object01_0_BASE;Object01_1_BASE;Object01_2_BASE;Object01_3_BASE;Object01_4_BASE;Object01_5_BASE;windows01_0_GLOSS;windows_horizon_0_GLOSS,0,0,,V10_BASE_0B,3,0,2,0,0,"{""NiNode"":8,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTextureEffect"":2,""NiTexturingProperty"":8,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":7,""NiZBufferProperty"":1,""NiVertexColorProperty"":4,""NiPointLight"":3,""NiTriShape"":8,""NiAlphaProperty"":2,""NiTriShapeData"":8}"
507119.nif,132122,7eeca0c708eb343fd78d6c04ef1d7bfa8e7960a21c2469ce4d050416e89cecc4,10.1.0.0,PASS,68,10,2748,1611,2,0,0,5,Material #745;Material #745w;windows space;ext;halo2,17,Box03_0_GLOSS;Nameless0_ENVIRONMENT;ext01_0_BASE;ext01_1_BASE;exterior_2_BASE;exterior_2_DARK;exterior_3_BASE;exterior_3_DARK;exterior_4_BASE;exterior_4_DARK;exterior_5_BASE;exterior_5_DARK;exterior_6_BASE;exterior_6_DARK;exterior_7_BASE;exterior_7_DARK;exterior_8_BASE,0,0,,V10_BASE_0B,0,0,1,0,0,"{""NiNode"":22,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":10,""NiTextureEffect"":1,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":5,""NiZBufferProperty"":1,""NiVertexColorProperty"":4,""NiTriShape"":10,""NiTriShapeData"":10,""NiAlphaProperty"":1}"
507067.nif,124767,16dd0ae11d6b300c7654172d6582f94d2d6dfce2f423eddb439d57262ef2ebf8,10.1.0.0,PASS,56,10,2604,1459,3,0,0,6,sd22ssssssssssss;sd22sssssssssss;sd22ssss;windows space;halo2;ext,16,Nameless0_ENVIRONMENT;exterior_0_BASE;fundament_0_BASE;room_0_BASE;room_0_DARK;room_1_BASE;room_2_BASE;room_2_DARK;room_3_BASE;room_3_DARK;room_4_BASE;room_4_DARK;room_5_BASE;room_5_DARK;room_6_BASE;windows_horizon_0_GLOSS,0,0,,V10_BASE_0B,0,0,1,0,0,"{""NiNode"":9,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTextureEffect"":1,""NiTexturingProperty"":10,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":6,""NiZBufferProperty"":1,""NiVertexColorProperty"":4,""NiTriShape"":10,""NiTriShapeData"":10,""NiAlphaProperty"":1}"
507299.nif,126844,921014cf69142235d8a8acbda0347640fd8d33192ff82a9392c633b1866d511c,10.1.0.0,PASS,11,1,3323,1855,1,0,0,1,sd22ssssssssssssss,1,Box01_0_BASE,0,0,,V10_BASE_0B,0,0,0,0,0,"{""NiNode"":2,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":1,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":1,""NiZBufferProperty"":1,""NiTriShape"":1,""NiTriShapeData"":1}"
505844.nif,795658,600f9df3439cdf022bc77b474d4a5e46da081e22df53c988f7671be5802162f9,10.1.0.0,PASS,174,25,16216,12604,2,0,0,13,09 - Default;09 - Default;09 - Default;09 - Default;09 - Default;2;14 - Default;3;08 - Default;01 - Default;03 - Default;02 - Default;02 - Default,29,Asteroid_0_BASE;Cylinder03_0_BASE;Cylinder03_0_DARK;Cylinder03_0_GLOSS;Cylinder03_1_BASE;Cylinder03_1_GLOW;Cylinder04_0_BASE;Cylinder06_0_BASE;Cylinder08_0_BASE;Cylinder10_0_BASE;Cylinder13_0_BASE;Moon1_0_BASE;Moon2_0_BASE;Nameless0_ENVIRONMENT;Nameless12_ENVIRONMENT;Nameless23_ENVIRONMENT;Orbit05_0_BASE;Orbit06_0_BASE;Orbit1_0_BASE;Orbit3_0_BASE;Orbit4_0_BASE;Spacestation_0_BASE;Spacestation_0_GLOSS;Spacestation_0_GLOW;pillar_0_BASE;pillar_0_DARK;pillar_0_GLOSS;ship_0_BASE;ship_0_DARK,0,0,,G3C,0,0,3,0,0,"{""NiNode"":34,""NiArkAnimationExtraData"":1,""NiStringExtraData"":1,""NiTriShape"":25,""NiTexturingProperty"":18,""NiTextureTransformController"":5,""NiFloatData"":10,""NiAlphaProperty"":10,""NiVertexColorProperty"":19,""NiMaterialProperty"":13,""NiAlphaController"":5,""NiTriShapeData"":25,""NiTextureEffect"":3,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiSpecularProperty"":1}"
507222.nif,36496,3a25d3b07c90985ad77aac25b5314930b192ae72001e33c7135f8e4c0f3c80a6,10.1.0.0,PASS,30,4,888,676,1,0,0,3,02 - Default;14 - Default;Metal_Chrome,9,Nameless0_ENVIRONMENT;Nameless12_ENVIRONMENT;Object01_0_BASE;Object01_0_GLOSS;Object01_1_BASE;Object01_1_GLOSS;Object01_2_BASE;Object01_2_GLOSS;door_glass_0_GLOSS,0,0,,V10_BASE_0B,1,0,2,0,0,"{""NiNode"":6,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTextureEffect"":2,""NiTexturingProperty"":4,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":3,""NiZBufferProperty"":1,""NiTriShape"":4,""NiTriShapeData"":4,""NiAlphaProperty"":1,""NiPointLight"":1}"
353832.nif,58214,0e37fd3bab0f105908f66b81cb30799900538d4d5c3b9920bb330582967f1720,4.1.0.12,PASS,59,10,1249,650,2,0,0,6,roofg;Lighteffe;GameGlass200;shadow;wall376,0,,0,0,,TEXT_CRLF,1,0,1,0,0,"{""NiNode"":10,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":9,""NiTextureEffect"":1,""NiStringExtraData"":1,""NiTriShape"":10,""NiAlphaProperty"":4,""NiMaterialProperty"":6,""NiTriShapeData"":10,""NiUVController"":1,""NiUVData"":1,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiAmbientLight"":1}"
353833.nif,58214,941ce5da7ac76a3345d8a1a599868a06fcac57eb44206ffd592ec0653955a6b7,4.1.0.12,PASS,59,10,1249,650,2,0,0,6,roofg;Lighteffe;GameGlass200;wall376;shadow,0,,0,0,,TEXT_CRLF,1,0,1,0,0,"{""NiNode"":10,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":9,""NiTextureEffect"":1,""NiStringExtraData"":1,""NiTriShape"":10,""NiAlphaProperty"":4,""NiMaterialProperty"":6,""NiTriShapeData"":10,""NiUVController"":1,""NiUVData"":1,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiAmbientLight"":1}"
353834.nif,58214,bc7b44e824e24e51d7c621df5a9358dff823bec7a6c60bc82102d18edf20535b,4.1.0.12,PASS,59,10,1249,650,2,0,0,6,roofg;Lighteffe;GameGlass200;shadow;wall376,0,,0,0,,TEXT_CRLF,1,0,1,0,0,"{""NiNode"":10,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":9,""NiTextureEffect"":1,""NiStringExtraData"":1,""NiTriShape"":10,""NiAlphaProperty"":4,""NiMaterialProperty"":6,""NiTriShapeData"":10,""NiUVController"":1,""NiUVData"":1,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiAmbientLight"":1}"
353835.nif,58214,ea43a9edde984d7f46a49fa7670d83443d9ab3a94e4889a1cfc3c8522eb1a869,4.1.0.12,PASS,59,10,1249,650,2,0,0,6,roofg;Lighteffe;GameGlass200;shadow;wall376,0,,0,0,,TEXT_CRLF,1,0,1,0,0,"{""NiNode"":10,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":9,""NiTextureEffect"":1,""NiStringExtraData"":1,""NiTriShape"":10,""NiAlphaProperty"":4,""NiMaterialProperty"":6,""NiTriShapeData"":10,""NiUVController"":1,""NiUVData"":1,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiAmbientLight"":1}"
353595.nif,1931943,59a41f14612d783eae8a2accaae209381844d1673740412dd2a46308c381a389,10.1.0.0,PASS,181,27,30097,13786,3,0,0,21,shadoe;emergency_light;grill;Material #128;engines;Hull white;Hull7;window2;stuff2;floor;stripe;6 - Default;BOX;smoke2;smoke2,48,CargoBoxes2_0_BASE;CargoBoxes2_0_DARK;CargoBoxes2_0_GLOSS;CargoBoxes_0_BASE;CargoBoxes_0_DARK;EmergencyLights_0_BASE;EmergencyLights_0_GLOW;Engines_0_BASE;Engines_0_DARK;GeoSpray01_0_BASE;GeoSpray02_0_BASE;Glass_0_BASE;Glass_0_GLOSS;LogoDecals_0_BASE;Nameless0_ENVIRONMENT;PArts2_0_BASE;PArts2_0_DARK;PArts2_0_GLOSS;Parts3_0_BASE;Parts3_0_DARK;Parts3_0_GLOSS;Parts_0_BASE;Parts_0_DARK;Parts_0_GLOSS;Plane01_0_BASE;Plane_Interior_0_BASE;Plane_Interior_0_DARK;Plane_Interior_1_BASE;Plane_Interior_1_DARK;Plane_Interior_2_BASE;Plane_Interior_2_DARK;Plane_Interior_3_BASE;Plane_Interior_3_DARK;Plane_Interior_4_BASE;Plane_Interior_4_DARK;Plane_Interior_5_BASE;Plane_Interior_5_DARK;Plane_Interior_6_BASE;Plane_Interior_6_DARK;Redhull_0_BASE;Redhull_0_DARK;Redhull_0_GLOSS;Stripe_0_BASE;Stripe_0_DARK;WarpEngine_vent_ALPHA_0_BASE;Whitehull_0_BASE;Whitehull_0_DARK;Whitehull_0_GLOSS,0,0,,G3C,0,2,1,0,0,"{""NiNode"":28,""NiArkAnimationExtraData"":1,""NiStringExtraData"":10,""NiZBufferProperty"":5,""NiTriShape"":27,""NiTriShapeData"":27,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":23,""NiTextureEffect"":1,""NiMaterialProperty"":21,""NiVertexColorProperty"":4,""NiAlphaProperty"":6,""NiParticleSystem"":2,""NiPSysEmitterCtlr"":2,""NiPSysUpdateCtlr"":2,""NiPSysEmitterCtlrData"":2,""NiPSysData"":2,""NiPSysAgeDeathModifier"":2,""NiPSysBoxEmitter"":2,""NiPSysSpawnModifier"":2,""NiPSysColorModifier"":2,""NiColorData"":2,""NiPSysGrowFadeModifier"":2,""NiPSysPositionModifier"":2,""NiPSysBoundUpdateModifier"":2}"
353844.nif,80595,50e9ca5c3f4ded4d9311f6908e6765e4d2bcab59be659e6772828ee3ffc363c6,4.1.0.12,PASS,27,4,1551,1062,3,0,0,3,ramp2,0,,0,0,,FIXED_A_57,2,0,0,0,0,"{""NiNode"":5,""NiArkAnimationExtraData"":1,""NiArkTextureExtraData"":1,""NiArkImporterExtraData"":1,""NiTexturingProperty"":3,""NiMaterialProperty"":3,""NiZBufferProperty"":1,""NiVertexColorProperty"":1,""NiTriShape"":4,""NiTriShapeData"":4,""NiAlphaProperty"":1,""NiDirectionalLight"":2}"
519569.nif,19813,5dc3458034cc7134abdd732fad87c13284ecdf742ab1b86e2c56576e2f2120e9,10.1.0.0,PASS,22,3,502,176,1,0,0,2,aswdfwfwefwefwef;w 1,9,GEO_EXT_2_MAIN_0_BASE;GEO_EXT_2_MAIN_0_GLOSS;GEO_EXT_2_MAIN_2_BASE;GEO_EXT_2_MAIN_2_GLOSS;GEO_EXT_2_MAIN_5_BASE;GEO_EXT_2_MAIN_5_GLOSS;Nameless0_ENVIRONMENT;Nameless12_ENVIRONMENT;Nameless23_ENVIRONMENT,0,0,,V10_BASE_0B,0,0,3,0,0,"{""NiNode"":3,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTexturingProperty"":3,""NiTextureEffect"":3,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":2,""NiZBufferProperty"":1,""NiTriShape"":3,""NiTriShapeData"":3}"
512460.nif,6127,b6e026ecd02fa1b1f1d207c310eaf187d1e4fc74d3c657e7086507790958328a,10.1.0.0,PASS,35,3,72,36,1,0,0,2,17 - Default,3,Forcefield_0_BASE;Forcefield_0_GLOSS;Forcefield_0_GLOW,0,0,,G3C,4,0,0,0,0,"{""NiNode"":9,""NiArkAnimationExtraData"":1,""NiStringExtraData"":1,""NiTriShape"":3,""NiTexturingProperty"":1,""NiTextureTransformController"":2,""NiFloatData"":2,""NiAlphaProperty"":1,""NiVertexColorProperty"":2,""NiMaterialProperty"":2,""NiTriShapeData"":3,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiArkViewportInfoExtraData"":1,""NiZBufferProperty"":1,""NiPointLight"":4}"
512403.nif,24755,785485774c69c213342bf9a131b835437156f8fe877e67ff955c4a1dec147887,10.1.0.0,PASS,77,12,471,201,1,0,0,4,14 - Default;statues;statues;statues,27,Nameless0_ENVIRONMENT;Nameless12_ENVIRONMENT;Nameless23_ENVIRONMENT;Nameless34_ENVIRONMENT;Nameless45_ENVIRONMENT;Object03_0_GLOSS;Object05_0_GLOSS;Object05_10_BASE;Object05_10_GLOSS;Object05_11_BASE;Object05_11_GLOSS;Object05_1_BASE;Object05_1_GLOSS;Object05_2_BASE;Object05_2_GLOSS;Object05_3_BASE;Object05_3_GLOSS;Object05_3_GLOW;Object05_4_BASE;Object05_4_GLOSS;Object05_6_BASE;Object05_6_GLOSS;Object05_7_BASE;Object05_7_GLOSS;Object05_8_GLOSS;Object05_9_BASE;Object05_9_GLOSS,0,0,,V10_BASE_0B,4,0,5,0,0,"{""NiNode"":9,""NiArkAnimationExtraData"":1,""NiArkImporterExtraData"":1,""NiArkTextureExtraData"":1,""NiTextureEffect"":5,""NiTexturingProperty"":12,""NiArkViewportInfoExtraData"":1,""NiMaterialProperty"":4,""NiZBufferProperty"":1,""NiVertexColorProperty"":13,""NiTriShape"":12,""NiTriShapeData"":12,""NiAlphaProperty"":1,""NiPointLight"":4}"
