writer_va,function_va,instruction,source_register_value,receiver_provenance,classification
0x0044B940,UNATTRIBUTED,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0044B98D,UNATTRIBUTED,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x0044B9C8,UNATTRIBUTED,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0044BA41,UNATTRIBUTED,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0044BAC5,UNATTRIBUTED,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0044BBAB,UNATTRIBUTED,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x0044BBE2,UNATTRIBUTED,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x0044BD41,UNATTRIBUTED,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0044BD82,UNATTRIBUTED,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0044BDEB,UNATTRIBUTED,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0044BE93,UNATTRIBUTED,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0044BF04,UNATTRIBUTED,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0044BFB4,UNATTRIBUTED,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0044D337,0x0044D1B0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0044D5F0,0x0044D590,"mov dword ptr [esi + 0x30], edx",edx,container+0x30 (container this),REJECTED_ALIAS
0x0044D631,0x0044D590,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0044D683,0x0044D590,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x0044D6D4,0x0044D590,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x0044D6E2,0x0044D590,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0044E690,0x0044E610,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0044EB62,0x0044EAF0,"mov dword ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x0044ED12,0x0044EBB0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0044F0D6,0x0044F090,"mov dword ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x0044FAA3,0x0044F900,"mov byte ptr [esp + 0x30], dl",dl,stack slot (esp+0x30),REJECTED_ALIAS
0x0044FD01,0x0044F900,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x004505DF,0x004504F0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0045075A,0x00450680,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0045076A,0x00450680,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0045083B,0x00450680,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x004508F6,0x00450680,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00450977,0x00450680,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x004509FA,0x00450680,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00450AB9,0x00450680,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00450B78,0x00450680,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00451A7D,0x00450680,"mov dword ptr [esp + 0x30], 4",4,stack slot (esp+0x30),REJECTED_ALIAS
0x00451E24,0x00451BD0,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x0045244F,0x00452400,"mov dword ptr [eax + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x004529C2,0x00452970,"mov dword ptr [eax + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x00452E30,0x00452DF0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x00452E41,0x00452DF0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00452E80,0x00452DF0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00453866,0x00453800,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00453906,0x004538A0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x004539A6,0x00453940,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00453B17,0x00453AA0,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x00453DF1,0x00453DA0,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x00453F4E,0x00453ED0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x00455588,0x00455540,"mov byte ptr [esi + 0x30], dl",dl,unknown,POSSIBLE_ALIAS
0x0045582A,0x00455780,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x00455D3B,0x00455C20,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x00455E50,0x00455D90,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00456ED6,0x00456E50,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x004579B4,0x00457930,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00458384,0x00458350,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x004583C7,0x00458350,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x00458549,0x00458350,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00458A3B,0x004588C0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00458A53,0x004588C0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0045AD84,0x0045AC90,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x0045AF0A,0x0045AE30,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0045B09A,0x0045AE30,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x0045BD24,0x0045BBE0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0045BD84,0x0045BBE0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0045CE4D,0x0045CC40,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0045D2E2,0x0045D230,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x0045D345,0x0045D230,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0045D514,0x0045D230,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0045DD9D,0x0045DD20,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0045E049,0x0045E000,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0045EC9F,0x0045EC70,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x0045F2F5,0x0045F270,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x004606AC,0x00460670,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x004606D0,0x00460670,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x00460740,0x00460670,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0046074E,0x00460670,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00460775,0x00460670,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0046097C,0x00460900,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00460E8E,0x00460E40,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x00461180,0x004610F0,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x00462FA7,0x00462F50,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x004630DB,0x00462F50,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x00463277,0x00462F50,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00464507,0x004644C0,"mov dword ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x00464750,0x004646F0,"mov dword ptr [esi + 0x30], 1",1,unknown,POSSIBLE_ALIAS
0x004650C2,0x00464E30,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x004650E4,0x00464E30,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x0046521D,0x00464E30,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0046522B,0x00464E30,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x004654A4,0x00465430,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00466DA3,0x00466CE0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0046746C,0x004673E0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00467EBC,0x00467E60,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x004689A8,0x00468910,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x004689FF,0x004689B0,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x00468A6E,0x004689B0,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x0046A6C6,0x0046A630,"mov dword ptr [esi + 0x30], 0xa",0xa,unknown,POSSIBLE_ALIAS
0x0046A881,0x0046A830,"mov byte ptr [esp + 0x30], cl",cl,stack slot (esp+0x30),REJECTED_ALIAS
0x0046CD28,0x0046CC90,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x0046D011,0x0046CF40,"mov dword ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x0046DE86,0x0046DE40,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0046ECB6,0x0046EC60,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0046F4D2,0x0046F460,"mov dword ptr [edi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x004709D2,0x00470940,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00470DAA,0x00470D30,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00471387,0x00471330,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00471411,0x00471330,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00471498,0x00471330,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0047156A,0x00471330,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x004727F7,0x00472720,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x00473907,0x004736D0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x004742AE,0x00474260,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x004757A1,0x00475750,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x004767B3,0x00476720,"mov dword ptr [esp + 0x30], 0x5dd0",0x5dd0,stack slot (esp+0x30),REJECTED_ALIAS
0x0047734C,0x004772D0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00477FA2,0x00477F10,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x004790D2,0x00479040,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x004793E2,0x004793B0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x004798EC,0x00479810,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x00479CF6,0x00479C70,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x0047A32E,0x0047A220,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0047A6E5,0x0047A3C0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0047B3E0,0x0047AC90,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x0047CB8C,0x0047CA90,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x0047CEF0,0x0047CCF0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0047D831,0x0047CCF0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0047EE44,0x0047EE20,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x0047F0E4,0x0047EE20,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00481BD0,0x00481A80,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x004828A7,0x004827B0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x00483FE3,0x00483F00,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00484AB9,0x004849D0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00484C7E,0x00484C20,"mov byte ptr [esp + 0x30], dl",dl,stack slot (esp+0x30),REJECTED_ALIAS
0x0048601B,0x00485EF0,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x00486D06,0x00486CA0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00487AE5,0x00487A90,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x00487ED2,0x00487E70,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x00489E8D,0x00489D20,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0048BE76,0x0048BE10,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x0048BEC8,0x0048BE10,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x0048BF1A,0x0048BE10,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x0048CCF7,0x0048CCE0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0048CEB8,0x0048CE80,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x0048E1DD,0x0048E170,"mov dword ptr [esi + 0x30], eax",eax,"other-class this (vtable 0x00A7BA0C, .?AVWorldSubsystem@@)",REJECTED_ALIAS
0x0048E5BB,0x0048E4F0,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x0048F1C5,0x0048EFD0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0048FB06,0x0048F930,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x0048FB18,0x0048F930,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0048FC73,0x0048F930,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0048FFD4,0x0048FE60,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00490144,0x00490010,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x0049340F,0x00493270,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x00494675,0x00494500,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x00494D99,0x00494D60,"mov dword ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x0049503E,0x00494FD0,"mov dword ptr [edi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x004953F4,0x00495070,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x00495E63,0x00495DB0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x00495FEE,0x00495FA0,"mov dword ptr [esi + 0x30], edx",edx,"other-class this (vtable 0x00A7A948, .?AVComponent@ArkUI@@)",REJECTED_ALIAS
0x004961EC,0x00496190,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x00496ECD,0x00496E90,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00497135,0x004970E0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x00497226,0x00497160,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x004975A5,0x00497560,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x004975FC,0x00497560,"mov dword ptr [esi + 0x30], ecx",ecx,stack,REJECTED_ALIAS
0x0049760D,0x00497560,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x004976AC,0x00497650,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x00497B55,0x00497AE0,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x00498242,0x004981E0,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x004994D2,0x00499470,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x004996FC,0x004996A0,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x004998AC,0x00499810,"mov dword ptr [esi + 0x30], ecx",ecx,stack,REJECTED_ALIAS
0x0049A6E1,0x0049A2B0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0049B23F,0x0049A970,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0049C9F4,0x0049C8D0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0049CA44,0x0049C8D0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0049F209,0x0049F1A0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x0049F240,0x0049F1A0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x004A0619,0x004A05C0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x004A0F6E,0x004A0F00,"mov byte ptr [edi + 0x30], dl",dl,unknown,POSSIBLE_ALIAS
0x004A1DF3,0x004A1D40,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x004A1EE3,0x004A1E30,"mov byte ptr [esi + 0x30], dl",dl,unknown,POSSIBLE_ALIAS
0x004A20C3,0x004A2000,"mov byte ptr [esi + 0x30], al",al,unknown,POSSIBLE_ALIAS
0x004A22AB,0x004A21F0,"mov byte ptr [esi + 0x30], al",al,unknown,POSSIBLE_ALIAS
0x004A245C,0x004A2400,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x004A24DC,0x004A2480,"mov byte ptr [esi + 0x30], dl",dl,unknown,POSSIBLE_ALIAS
0x004A25CC,0x004A2570,"mov byte ptr [esi + 0x30], dl",dl,unknown,POSSIBLE_ALIAS
0x004A26BC,0x004A2660,"mov byte ptr [esi + 0x30], dl",dl,unknown,POSSIBLE_ALIAS
0x004A279E,0x004A26E0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x004A29CC,0x004A2970,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x004A2BCA,0x004A2B00,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x004A2E09,0x004A2B00,"sub dword ptr [esp + 0x30], 0x22",0x22,stack slot (esp+0x30),REJECTED_ALIAS
0x004A33A4,0x004A3350,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x004A3496,0x004A33D0,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x004A370C,0x004A3670,"mov dword ptr [esi + 0x30], ecx",ecx,stack,REJECTED_ALIAS
0x004A379C,0x004A3740,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x004A39D3,0x004A3960,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x004A44D2,0x004A4470,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x004A4572,0x004A4510,"mov byte ptr [esi + 0x30], dl",dl,stack,REJECTED_ALIAS
0x004A4612,0x004A45B0,"mov byte ptr [esi + 0x30], dl",dl,stack,REJECTED_ALIAS
0x004A4740,0x004A46E0,"mov byte ptr [esi + 0x30], dl",dl,stack,REJECTED_ALIAS
0x004A4872,0x004A4810,"mov byte ptr [esi + 0x30], dl",dl,stack,REJECTED_ALIAS
0x004A5611,0x004A51F0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x004A5678,0x004A51F0,"mov dword ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x004A6362,0x004A6300,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x004A748B,0x004A6F10,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x004A75E7,0x004A6F10,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x004A7961,0x004A6F10,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x004A7BEF,0x004A6F10,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x004A7C4B,0x004A6F10,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x004A82D2,0x004A8270,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x004A836C,0x004A8310,"mov dword ptr [esi + 0x30], edx",edx,stack,REJECTED_ALIAS
0x004A847B,0x004A83E0,"mov dword ptr [esi + 0x30], ecx",ecx,stack,REJECTED_ALIAS
0x004A8D6A,0x004A8740,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x004AB0D8,0x004AB0C0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x004AB397,0x004AB2E0,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x004AB99D,0x004AB6F0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x004ABA32,0x004AB6F0,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x004AC353,0x004AC300,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x004AD3D3,0x004AD3A0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x004AE825,0x004AE750,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x004AEFAD,0x004AEC80,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x004B051E,0x004B03B0,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x004B054C,0x004B03B0,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x004B057A,0x004B03B0,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x004B05A8,0x004B03B0,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x004B05D6,0x004B03B0,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x004B0604,0x004B03B0,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
